BOOK_NAME,BOOK_COMPANY,BOOK_INTRO,BOOK_RENT,BOOK_AUTHOR,BOOK_RELEASE,BOOK_IMAGE
외국어 전파담,혜화1117,"이 책은 미국인 언어학자가 한글로 저술한 책이다. 그렇기 때문에 기존의 여느 역사를 소개하는 책들이 서양 중심으로 설명하는 것에 비해 다양한 문화권을 둘러싼 언어를 소개 하고 있다. 각 시대를 대표하는 다양한 사진자료를 제시하며 고대부터 현대까지의 언어와 사회변화를 쉽게 설명하고 있다.



§701 파66외",n,로버트 파우저,201902,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201901250513121350.jpg
주문을 틀리는 요리점,웅진지식하우스,"묘묘씨가 가게에서 여행자들에게 표를 파는 전반부는 흑백 그림이지만 직접 여행을 떠나기 시작하는 부분부터는 컬러 그림으로 전환되어 독자의 상상력을 자극합니다. 모예진 작가는 독특하고 개성적인 그림으로 자신만의 독창적인 작품세계를 구축하고 있습니다.



§아813.81-모64어",n,오구니 시로,201902,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201901250506380610.jpg
혼자만의 시간이 필요한 이유,책이 있는 풍경,"이 책은 이렇듯 가슴에 깊은 공허감을 품고 있는 사람들에게 혼자 있는 시간인 ‘솔로타임 ’ 을 가져보라고 말한다. 아직도 혼자 있는 시간이 어색하고, 혼자 무언가를 하는 게 두려운 사람이라면 이 책을 읽어 보길 추천한다 . 



§199.1 나875호권

 ",n,나코시 야스후미,201901,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201901020431374780.jpg
찻잔 속 물리학,북라이프,"이 책은 소금의 원자 구조 패턴이 만들어낸 평평한 소금 단면이 빛을 반사하기 때문이라고 친절히 설명해준다. 얼음물에서 헤엄치는 오리가 동상에 걸리지 않는 이유가 오리의 다리에서 일어나는 열의 이동 때문이었다는 사실이 흥미롭다.                                                   

                                  

§420 체297차하

 ",n,헬렌 체르스키,201901,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201901020430292240.jpg
예술가로 살만합니다,이종,"저자는 좋아하는 일을 직업으로 하면서 겪었던 일들을 다른 예술가들의 교류를 통해 공유하고 공감한다. 또한 예술을 좋아하는 사람들이 예술가로 살아남을 수 있고, 좋아하는 일을 하면서 행복을 찾을 수 있는 사회가 되기를 바라는 희망을 전한다.    

                                 

§600.04 이52예

 ",n,이상진,201901,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201901020428580610.jpg
내가 아무것도 아닐까 봐,파우제,"제목만으로도 오늘을 살아가는 사람, 마음의 병을 앓는 사람의 심리가 잘 표현 되어 있다.치열한 삶의 흔적과도 같은 한 권의 책을 세상 밖으로 내놓은 작가의 마음을 조금이나마 이해하며, 도시생활에 지쳐 있는 힘든 오늘을 사는 우리 모두가 보면 좋을 책이다.                                  

                                   

§818  박52내

 ",n,박상아,201901,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201901020428048990.jpg
"70세 사망법안, 가결",왼쪽주머니,"이 책은 70세가 되는 생일부터 30일 안에 죽어야 한다는 ‘70세 사망법안’이 가결되는 다소 비현실적인 설정을 바탕으로 저출산 고령화, 그로 인한 국가의 생산성 저하와 부채 증가, 여전한 취업난까지 우리 사회가 직면한 문제를 매우 현실적으로 그려 낸다.                  

                                

§833.6 가878치김

 ",n,가키야 미우,201901,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201901020426414030.jpg
생각의 속임수,글항아리,"저자가 던지는 질문은 여섯 가지다. 고독, 착각, 후회, 집착, 공감 등을 차례로 다뤄나간다. 이들 주제는 기억과 인지라는 뇌의 작용, 문학과 영화 이야기를 통해 삶의 신비를 푸는 열쇠가 될 것이다. 즉 프로이트와 윌리엄 제임스의 심리학은 책의 기반이 되며, 헨리 제임스와 나보코프, 피츠제럴드, 멜빌, 조이스는 우리 삶에 서사를 부여하는 기폭제로서 역할 한다. 니체와 하이데거 등 자의식과 시간의 중요성을 논한 철학자들이 빠질 리 없다.

 

§ 180-권883새

 ",n,권택영,201812,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201811290542329150.jpg
도둑의 도시 가이드,열림원,"저자는 경찰, 전직 주거 침입범, 민간 보안업자를 만나고 그들이 경험했던 사건과 건축학적 분석을 우리에게 들려준다. 이들에게 건축물이란 침입 대상일 뿐, 그 미학이나 의미에는 전혀 관심 없이 보안상 허점에만 몰두한다. 도둑의 관심과 관찰력이 도시에서 비롯된 침입범죄라는 새로운 장르를 탄생시킨 셈이다. 도둑의 가이드를 따라가 보면 그들이 가진 건축에 대한 접근법이 흥미롭게 다가올 것이다.



§ 334.24-마195도김

 ",n,제프 마노,201812,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201811290541493110.jpg
"실험하는 여자, 영혜",새움,"이 책은 ‘그저 그런 기사는 쓰지 않겠다’ 는 비장한 다짐을 가진 과학기자인 저자가 일상생활 속에서 직접 체험한 과학 이야기들을 모아 펼쳐냈다. 어렵고 멀리 있는 과학이 아닌 누구나 관심을 가질 만한 주제인 ‘칼로리 폭탄 햄버거’, ‘단백질 보충제의 진실’, ‘페이스 북과 주민등록번호의 연관성’ 부터 ‘집회에 참여한 인원수’ 등 알아두면 유용한 과학적 원리를 재미있게 풀었다. 책을 읽다 보면 어느새 어렵게만 느껴졌던 과학책을 웃으면서 읽고 있는 자신을 발견하게 될 지도 모른다.



§ 404-이64시

 ",n,이영혜,201812,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201811290540385070.jpg
어디서 살 것인가,을유문화사,"저자는 우리가 차를 선택할 때 외관 디자인이나 브랜드보다 더 중요하게 생각해야 하는 것이 그 자동차를 누구와 함께 타고 어디에 가느냐이듯이, 우리가 사는 곳도 마찬가지로 어떤 브랜드의 아파트냐가 아닌 어떤 공간이 우리 삶을 더 풍요롭게 하는가가 중요하다고 강조하면서 우리가 서로 얼굴을 맞대고 대화하며 서로의 색깔을 나눌 수 있는 곳, 우리가 원하는 삶의 방향에 부합하는 도시로의 변화해야 한다고 말한다.



§ 610.4-유94어

 ",n,유현준,201812,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201811290539203040.jpg
인생 우화,연금술사,"이 책은 시인 류시화가 폴란드 지역의 우화에서 영감을 얻어 저자의 통찰력과 상상력을 가미해 만든 우화집이다. 추운 겨울, 진흙 웅덩이에 발이 빠진 사람을 구해야 하는 촌각을 다투는 일에 스스로 지혜롭다 여기는 마을 현자들이 모여 대책 회의를 한다. 웅덩이에 빠진 사람의 발은 얼어붙고 있지만 현자들은 이 사람이 언제 웅덩이에 빠졌는지, 어느 방향에서 걷다가 빠졌는지, 이것이 신의 뜻인지를 고민한다. 마침내 합의된 해결 방법은 봄이 올 때까지 기다리는 것! 땅이 녹으면 웅덩이에 빠진 이가 스스로 빠져나올 수 있기 때문이다.



§ 813.8-류58이

 ",n,류시화,201812,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201811290538152980.jpg
잠깐 머리 좀 식히고 오겠습니다,해냄,"정신과 전문의인 이 책의 저자는 스트레스 관리란 마음 관리라 말하며, 그동안 상담해 왔던 수많은 사람들의 고민 중 대표적인 것들을 모아 질의응답 형식의 심리 처방전을 제공했다. 대부분의 사람들은 직장생활, 인간관계, 자신이나 타인의 습관과 태도, 조절되지 않는 감정, 낮은 자존감 때문에 행복하지 않음을 느낀다. 저자는 우리 마음이 스트레스 받는 이유가 너무 열심히 살고 있기 때문이며, 그런 마음을 잘 이해해 주고 마음이 즐거운 일을 해 줘야 한다고 말한다.



§ 189-윤23자

 ",n,윤대현,201811,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201810290953367480.jpg
100세 쇼크,굿인포메이션,"빨리 준비할수록 좋은 사회초년생, 이전 세대와는 달리 최초로 100세에 도달할 것으로 보는 40대, 준비를 서둘러야 할 50대 등 연령과 직업군 별 자산관리 힌트를 제공하며 행복한 삶을 살기 위한 구체적인 방법을 알려준다. 특히 은퇴 후 중요한 건 돈이 아니라 ‘일’이라고 강조한 점이 눈길을 끈다. 길어진 노년, 준비된 후반부 인생은 행복하다. 책을 통해 각자의 노후에 대해 하나하나 짚어보고 들여다보게 될 것이며, 나아가 자신에게 맞는 노후준비가 무엇인지 찾아볼 수 있다.



§ 325.8-엔64배

 ",n,NH투자증권 100세시대연구소,201811,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201810290952256680.jpg
실격당한 자들을 위한 변론,사계절,"모든 인간이 존엄하고 가치 있는 존재하는 점을 변론하기가 결코 쉽지 않다. 사회는 장애를 가진 이들을 실격 당했다고 생각하지만 어찌 보면 오히려 실격을 당한 건 그들이 아니라 우리인 지도 모른다. 이미 넘어졌는데 넘어지지 않은 척 행동하는 것처럼 실격 당했으면서도 실격당하지 않았다고 생각하고 싶은 것이 아닐까? 저자는 변론을 통해 우리에게 넘어진 삶을 일으키는 방법과 스스로를 비난하지 않고 걸어가는 법을 알려준다.



§ 338.304-김66시

 ",n,김원영,201811,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201810290950468190.jpg
"지금 놀러갑니다, 다른 행성으로",지상의책,"이제 사람들이 ‘세계 여행 일주’ 라는 소원보다 ‘우주여행 일주’ 라는 소원을 빌 날이 머지않은 것 같다. 이 책은 미래에 우리가 떠날 우주여행을 한눈에 정리한 종합 안내서이다. 자칭 ‘우주여행 에이전트’ 인 저자들은 실제로 가본 적도 없는 우주를 여러 전문가들의 지식을 빌린 뒤 거기에 자신들의 상상력을 듬뿍 담아 기술했다. 이 책은 단순히 우주에 있는 행성들을 소개하는 것이 아닌 우주의 각 행성들과 지구의 위성인 달을 하나의 나라로 생각하여 설명한다.



§ 443.2-코57지김

 ",n,올리비아 코스키,201811,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201810290949167840.jpg
"아빠, 이런 여행 어때?",씽크스마트,"많은 부모들은 주말이면 아이와 함께 멋진 풍경을 보고 맛있는 음식을 먹으며 편안하게 쉬다 오는 여행을 떠난다. 하지만 정작 아이들은 그런 여행에 흥미가 없다. 부모, 즉 어른을 위한 여행이기 때문이다. 저자는 ‘아이들이 원하는 여행은 어떤 여행일까 ?’ 라는 물음으로 이 책을 시작했다. 아이에게 경험 중심의 가치를 알려 주는 여행을 원한다면 이 책이 도움 될 것이다. 특히 각 장의 끝에 ‘아이와 만들어가는 여행 계획표’ 가 주목할 만하다. 해당 장의 핵심 내용으로 이루어진 이 여행 계획표는 지금까지와 다른 새로운 여행을 계획할 때 유용할 것이다.



§ 980.24-김25아

 ",n,김동욱,201811,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201810290948003830.jpg
"알고리즘, 인생을 계산하다",청림,"합리적인 의사 결정의 직관적인 기준은 가능한 한 모든 대안들을 꼼꼼하게 생각하고서 가장 좋은 대안을 택하는 것이다. 하지만 가장 좋은 선택을 할 시간은 늘 부족하다. 만약 당신이 급히 아파트를 구하고 있다면 얼마나 둘러보고, 언제 선택하는 게 가장 좋을까? 컴퓨터 알고리즘은 아파트를 구하는 데 드는 총 시간의 ‘37%’ 는 돌아다니며 집을 보는 데 쓰고, 그 뒤에는 이미 본 집보다 마음에 드는 집이 나오면 즉시 계약하라고 제안한다. 『 알고리즘, 인생을 계산하다 』 는 알고리즘 설계라는 개념을 제안하며, 복잡한 문제를 가장 빠르게 해결하고 합리적으로 선택하는 방법을 알려준다.



§ 181.36-크298아이

 ",n,브라이언 크리스천,201810,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201809281106332320.jpg
심심할수록 똑똑해진다,와이즈베리,"우리는 횡단보도의 신호를 기다리면서, 지하철이나 버스 안에서, 친구들과 만나고 있으면서도 각자 스마트 폰을 보고 있다. 현대인들은 하루 종일 테크놀로지에 연결되어 있으면서 일에 몰입하는 반면 온전히 나 자신에게 집중하는 시간을 가질 수 없게 되었다. 열혈 워킹 우먼으로 바쁘게 살아가던 저자는 한 아이의 엄마가 되면서 몇 주 동안 아이를 유모차에 태우고 산책하며 놀라운 변화를 겪게 된다. 이 경험을 바탕으로 많은 사람들과 함께 일주일 동안 전자기기를 차단하는 ‘지루함과 기발함 프로젝트’를 시작한다.



§ 325.211-조35시김

 ",n,마누시 조모로디,201810,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201809281103222160.jpg
혼자가 좋다,심플라이프,"혼자 살며 일하고 그 삶을 즐기는 여성이, 혼자는 외롭고 비정상적이라는 편견을 깨고 삶의 다양성을 인정받기를 바라는 마음으로 쓴 책이다. 저자의 글은 외로움이 밀려올 때, 뭔가 잘못 사는 것 같을 때, 혼자 있는 걸 좋아함에도 혼자 있는 시간이 괴롭게 다가올 때 위로가 되고 의지가 된다. 혼자가 좋은 이유를 1 장 ‘자유롭고 성숙해지는 일생일대의 기회’ 부터 21 장 ‘숭고한 고요함 속에서 거듭나는 시간’까지 21 가지로 정리했다.



§ 332.277-무298호유

 ",n,프란치스카 무리,201810,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201809281102102110.jpg
모모요는 아직 아흔 살,이봄,"《 모모요는 아직 아흔 살 》은 《 카모메 식당 》 으로 알려진 작가 무레 요코가 자신의 외할머니 모모요에 대해 쓴 에세이다. 아내와 엄마의 역할을 마치고, 본인의 일을 즐기며 열심히 사는 아흔살 모모요의 모습에서 노인의 나약함은 전혀 찾아볼 수 없다. 이런 모모요의 모습은 고령화시대를 살아가는 우리가 가진 노인에 대한 편견을 다시 한 번 생각해보게 만든 책이다. 아흔살 모모요 할머니의 버킷리스트는 나 홀로 도쿄여행이다. 도쿄 디즈니랜드 구경, 하라주쿠 쇼핑 등 거침없이 버킷리스트를 지워나가는 모모요의 모습은 말 그래도 청춘이다.



§ 838-무29무권

 ",n,무레 요코,201810,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201809281101234340.jpg
진 브로디 선생의 전성기,문학동네,"이 소설은 타임지 선정 ‘20세기 100대 영문소설’ 중 하나로 스코틀랜드 작가 뮤리얼 스파크의 대표작이다. 여교사 진 브로디는 전성기에 집착하는 우월적 자의식의 소유자이자 기존 교육 방식을 혐오하는 교사이다. 파시스트를 동경하는 그녀는 학생들을 자신처럼 아주 특별한 존재인 ‘크림 중의 크림(Creme de la Creme)’으로 만드는 것이 자신의 소명이라 생각한다. 그녀에게 선택된 ‘브로디 무리’는 선택받았다는 소속감과 기성세대의 반감 때문에 그녀를 맹목적으로 추종하는데, 그들 중 한 명인 샌디는 브로디를 동경하면서도 비판적인 눈으로 주의 깊게 그녀를 관찰하여 성장해 나간다.



§ 843.5-스892지서

 ",n,뮤리엘 스파크,201810,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201809281100358330.jpg
